Year,Competition,Discipline,Round,Role,JudgeGender,JudgeName,JudgeNation
2019,2019ec,Ice Dance,SP,TechnicalController,Mr.,ShawnRETTSTATTISU,ISU
2019,2019ec,Ice Dance,SP,TechnicalSpecialist,Mr.,SergeiBARANOVISU,ISU
2019,2019ec,Ice Dance,SP,AssistantTechnicalSpecialist,Mr.,AndrzejDOSTATNIISU,ISU
2019,2019ec,Ice Dance,SP,Referee,Ms.,RossellaCECCATTINIISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.1,Mr.,AttilaSOOSISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.2,Mr.,AllanBOEHMISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.3,Ms.,MairaABASOVAISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.4,Ms.,MalgorzataGRAJCARISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.5,Ms.,TatianaYORDANOVAISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.6,Ms.,PriscaBINZ-MOSERISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.7,Mr.,ChristopherBUCHANANISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.8,Ms.,JezabelDABOUISISU,ISU
2019,2019ec,Ice Dance,SP,JudgeNo.9,Mr.,DavidMUNOZISU,ISU
2019,2019ec,Ice Dance,SP,DataOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Ice Dance,SP,ReplayOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Ice Dance,FS,TechnicalController,Mr.,ShawnRETTSTATTISU,ISU
2019,2019ec,Ice Dance,FS,TechnicalSpecialist,Mr.,SergeiBARANOVISU,ISU
2019,2019ec,Ice Dance,FS,AssistantTechnicalSpecialist,Mr.,AndrzejDOSTATNIISU,ISU
2019,2019ec,Ice Dance,FS,Referee,Ms.,RossellaCECCATTINIISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.1,Mr.,AttilaSOOSISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.2,Ms.,MalgorzataGRAJCARISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.3,Ms.,JezabelDABOUISISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.4,Ms.,PriscaBINZ-MOSERISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.5,Mr.,ChristopherBUCHANANISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.6,Mr.,AlexeiBELETSKIISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.7,Ms.,MichelaCESAROISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.8,Mr.,AllanBOEHMISU,ISU
2019,2019ec,Ice Dance,FS,JudgeNo.9,Ms.,AnastassiyaMAKAROVAISU,ISU
2019,2019ec,Ice Dance,FS,DataOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Ice Dance,FS,ReplayOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Ladies,SP,TechnicalController,Ms.,RaffaellaLOCATELLIISU,ISU
2019,2019ec,Ladies,SP,TechnicalSpecialist,Mr.,SandorGALAMBOSISU,ISU
2019,2019ec,Ladies,SP,AssistantTechnicalSpecialist,Mr.,JamieMCGRIGORISU,ISU
2019,2019ec,Ladies,SP,Referee,Ms.,FlorenceVUYLSTEKERISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.1,Ms.,MonaADOLFSENISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.2,Ms.,LoneAMSTRUPLINNEMANNISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.3,Mr.,YuryKLIUSHNIKOVISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.4,Ms.,HermiOTTEMANNISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.5,Ms.,ZoiaYORDANOVAISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.6,Mr.,SviatoslavBABENKOISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.7,Ms.,LaimuteKRAUZIENEISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.8,Ms.,ZsuzsannaVIKARNE-HOMOLYAISU,ISU
2019,2019ec,Ladies,SP,JudgeNo.9,Ms.,LenkaBOHUNICKAISU,ISU
2019,2019ec,Ladies,SP,DataOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Ladies,SP,ReplayOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Ladies,FS,TechnicalController,Ms.,RaffaellaLOCATELLIISU,ISU
2019,2019ec,Ladies,FS,TechnicalSpecialist,Mr.,SandorGALAMBOSISU,ISU
2019,2019ec,Ladies,FS,AssistantTechnicalSpecialist,Mr.,JamieMCGRIGORISU,ISU
2019,2019ec,Ladies,FS,Referee,Ms.,FlorenceVUYLSTEKERISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.1,Ms.,PiaALHONENISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.2,Ms.,AgitaABELEISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.3,Mr.,YuryKLIUSHNIKOVISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.4,Ms.,KadiZVIRIKISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.5,Ms.,LoneAMSTRUPLINNEMANNISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.6,Ms.,LaimuteKRAUZIENEISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.7,Ms.,LenkaBOHUNICKAISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.8,Mr.,SviatoslavBABENKOISU,ISU
2019,2019ec,Ladies,FS,JudgeNo.9,Ms.,MartaOLOZAGARREISU,ISU
2019,2019ec,Ladies,FS,DataOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Ladies,FS,ReplayOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Men,SP,TechnicalController,Ms.,JuliaANDREEVAISU,ISU
2019,2019ec,Men,SP,TechnicalSpecialist,Mr.,JanCEJVANISU,ISU
2019,2019ec,Men,SP,AssistantTechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2019,2019ec,Men,SP,Referee,Ms.,EkaterinaSEROVAISU,ISU
2019,2019ec,Men,SP,JudgeNo.1,Ms.,LiseRostoJENSENISU,ISU
2019,2019ec,Men,SP,JudgeNo.2,Ms.,AgnieszkaSWIDERSKAISU,ISU
2019,2019ec,Men,SP,JudgeNo.3,Ms.,NadezhdaFIODOROVAISU,ISU
2019,2019ec,Men,SP,JudgeNo.4,Mr.,OsmanSIRVANISU,ISU
2019,2019ec,Men,SP,JudgeNo.5,Ms.,SaioaSANCHOISU,ISU
2019,2019ec,Men,SP,JudgeNo.6,Ms.,PernillaBOHLINGISU,ISU
2019,2019ec,Men,SP,JudgeNo.7,Ms.,ElizabethLITTLERM.B.E.ISU,ISU
2019,2019ec,Men,SP,JudgeNo.8,Ms.,IrinaMEDVEDEVAISU,ISU
2019,2019ec,Men,SP,JudgeNo.9,Ms.,ZannaKULIKISU,ISU
2019,2019ec,Men,SP,DataOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Men,SP,ReplayOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Men,FS,TechnicalController,Ms.,JuliaANDREEVAISU,ISU
2019,2019ec,Men,FS,TechnicalSpecialist,Mr.,JanCEJVANISU,ISU
2019,2019ec,Men,FS,AssistantTechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2019,2019ec,Men,FS,Referee,Ms.,EkaterinaSEROVAISU,ISU
2019,2019ec,Men,FS,JudgeNo.1,Mr.,OsmanSIRVANISU,ISU
2019,2019ec,Men,FS,JudgeNo.2,Ms.,AgnieszkaSWIDERSKAISU,ISU
2019,2019ec,Men,FS,JudgeNo.3,Ms.,ZannaKULIKISU,ISU
2019,2019ec,Men,FS,JudgeNo.4,Ms.,SaioaSANCHOISU,ISU
2019,2019ec,Men,FS,JudgeNo.5,Ms.,PernillaBOHLINGISU,ISU
2019,2019ec,Men,FS,JudgeNo.6,Ms.,MarketaHORKLOVAISU,ISU
2019,2019ec,Men,FS,JudgeNo.7,Mr.,IgorOBRAZTSOVISU,ISU
2019,2019ec,Men,FS,JudgeNo.8,Ms.,IrinaMEDVEDEVAISU,ISU
2019,2019ec,Men,FS,JudgeNo.9,Ms.,GloriaMORANDIISU,ISU
2019,2019ec,Men,FS,DataOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Men,FS,ReplayOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Pairs,SP,TechnicalController,Ms.,AnnaSIEROCKAISU,ISU
2019,2019ec,Pairs,SP,TechnicalSpecialist,Mr.,BradCOXISU,ISU
2019,2019ec,Pairs,SP,AssistantTechnicalSpecialist,Ms.,LarisaFEDOSEEVAISU,ISU
2019,2019ec,Pairs,SP,Referee,Mr.,IgorPROKOPISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.1,Mr.,AkosPETHESISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.2,Ms.,OlgaKOZHEMYAKINAISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.3,Ms.,AnnaKANTORISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.4,Ms.,NataliaKRUGLOVAISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.5,Ms.,JanaBAUDYSOVAISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.6,Mr.,BernhardJUSTISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.7,Ms.,HannaTHENISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.8,Ms.,LovorkaKODRINISU,ISU
2019,2019ec,Pairs,SP,JudgeNo.9,Mr.,AnthonyLEROYISU,ISU
2019,2019ec,Pairs,SP,DataOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Pairs,SP,ReplayOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2019,2019ec,Pairs,FS,TechnicalController,Ms.,AnnaSIEROCKAISU,ISU
2019,2019ec,Pairs,FS,TechnicalSpecialist,Mr.,BradCOXISU,ISU
2019,2019ec,Pairs,FS,AssistantTechnicalSpecialist,Ms.,LarisaFEDOSEEVAISU,ISU
2019,2019ec,Pairs,FS,Referee,Mr.,IgorPROKOPISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.1,Mr.,AnthonyLEROYISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.2,Ms.,BredaMARINSEKISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.3,Mr.,AndreasWALDECKISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.4,Ms.,BeatricePFISTERISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.5,Ms.,AnnaKANTORISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.6,Ms.,HannaTHENISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.7,Mr.,AkosPETHESISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.8,Mr.,MarcoBUTTARELLIISU,ISU
2019,2019ec,Pairs,FS,JudgeNo.9,Ms.,OlgaKOZHEMYAKINAISU,ISU
2019,2019ec,Pairs,FS,DataOperator,Mr.,AlexanderKUZNETSOVISU,ISU
2019,2019ec,Pairs,FS,ReplayOperator,Ms.,AnneFAGERSTRÖMISU,ISU
2021,2021gpcan,Ice Dance,SP,TechnicalController,Ms.,HilarySELBYISU,ISU
2021,2021gpcan,Ice Dance,FS,TechnicalController,Ms.,HilarySELBYISU,ISU
2021,2021gpcan,Ice Dance,SP,TechnicalSpecialist,Mr.,RockLEMAYISU,ISU
2021,2021gpcan,Ice Dance,FS,TechnicalSpecialist,Mr.,RockLEMAYISU,ISU
2021,2021gpcan,Ice Dance,SP,AssistantTechnicalSpecialist,Ms.,TaehwaYANGISU,ISU
2021,2021gpcan,Ice Dance,FS,AssistantTechnicalSpecialist,Ms.,TaehwaYANGISU,ISU
2021,2021gpcan,Ice Dance,SP,Referee,Ms.,JenniferMASTISU,ISU
2021,2021gpcan,Ice Dance,FS,Referee,Ms.,JenniferMASTISU,ISU
2021,2021gpcan,Ice Dance,SP,JudgeNo.1,Mr.,RichardDALLEYUSA,USA
2021,2021gpcan,Ice Dance,FS,JudgeNo.1,Mr.,RichardDALLEYUSA,USA
2021,2021gpcan,Ice Dance,SP,JudgeNo.2,Ms.,ElenaFOMINARUS,RUS
2021,2021gpcan,Ice Dance,FS,JudgeNo.2,Ms.,ElenaFOMINARUS,RUS
2021,2021gpcan,Ice Dance,SP,JudgeNo.3,Ms.,YuliaLEVSHUNOVAGEO,GEO
2021,2021gpcan,Ice Dance,FS,JudgeNo.3,Ms.,YuliaLEVSHUNOVAGEO,GEO
2021,2021gpcan,Ice Dance,SP,JudgeNo.4,Ms.,MichelaCESAROITA,ITA
2021,2021gpcan,Ice Dance,FS,JudgeNo.4,Ms.,MichelaCESAROITA,ITA
2021,2021gpcan,Ice Dance,SP,JudgeNo.5,Ms.,NicoleLEBLANC-RICHARDCAN,CAN
2021,2021gpcan,Ice Dance,FS,JudgeNo.5,Ms.,NicoleLEBLANC-RICHARDCAN,CAN
2021,2021gpcan,Ice Dance,SP,JudgeNo.6,Ms.,SoYoungANKOR,KOR
2021,2021gpcan,Ice Dance,FS,JudgeNo.6,Ms.,SoYoungANKOR,KOR
2021,2021gpcan,Ice Dance,SP,JudgeNo.7,Ms.,UllaFAIGGER,GER
2021,2021gpcan,Ice Dance,FS,JudgeNo.7,Ms.,UllaFAIGGER,GER
2021,2021gpcan,Ice Dance,SP,JudgeNo.8,Ms.,MartaOLOZAGARREESP,ESP
2021,2021gpcan,Ice Dance,FS,JudgeNo.8,Ms.,MartaOLOZAGARREESP,ESP
2021,2021gpcan,Ice Dance,SP,DataOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Ice Dance,FS,DataOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Ice Dance,SP,ReplayOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Ice Dance,FS,ReplayOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Men,SP,TechnicalController,Ms.,BethCRANEISU,ISU
2021,2021gpcan,Men,FS,TechnicalController,Ms.,BethCRANEISU,ISU
2021,2021gpcan,Men,SP,TechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2021,2021gpcan,Men,FS,TechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2021,2021gpcan,Men,SP,AssistantTechnicalSpecialist,Mr.,MichaelHOPFESISU,ISU
2021,2021gpcan,Men,FS,AssistantTechnicalSpecialist,Mr.,MichaelHOPFESISU,ISU
2021,2021gpcan,Men,SP,Referee,Ms.,YukikoOKABEISU,ISU
2021,2021gpcan,Men,FS,Referee,Ms.,YukikoOKABEISU,ISU
2021,2021gpcan,Men,SP,JudgeNo.1,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Men,FS,JudgeNo.1,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Men,SP,JudgeNo.2,Ms.,TaeRiLEEKOR,KOR
2021,2021gpcan,Men,FS,JudgeNo.2,Ms.,TaeRiLEEKOR,KOR
2021,2021gpcan,Men,SP,JudgeNo.3,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Men,FS,JudgeNo.3,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Men,SP,JudgeNo.4,Ms.,TatianaSHARKINARUS,RUS
2021,2021gpcan,Men,FS,JudgeNo.4,Ms.,TatianaSHARKINARUS,RUS
2021,2021gpcan,Men,SP,JudgeNo.5,Ms.,YuliaLEVSHUNOVAGEO,GEO
2021,2021gpcan,Men,FS,JudgeNo.5,Ms.,YuliaLEVSHUNOVAGEO,GEO
2021,2021gpcan,Men,SP,JudgeNo.6,Mr.,DanielDELFAESP,ESP
2021,2021gpcan,Men,FS,JudgeNo.6,Mr.,DanielDELFAESP,ESP
2021,2021gpcan,Men,SP,JudgeNo.7,Ms.,KarenHOWARDCAN,CAN
2021,2021gpcan,Men,FS,JudgeNo.7,Ms.,KarenHOWARDCAN,CAN
2021,2021gpcan,Men,SP,JudgeNo.8,Ms.,RitsukoHORIUCHIJPN,JPN
2021,2021gpcan,Men,FS,JudgeNo.8,Ms.,RitsukoHORIUCHIJPN,JPN
2021,2021gpcan,Men,SP,JudgeNo.9,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Men,FS,JudgeNo.9,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Men,SP,DataOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Men,FS,DataOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Men,SP,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Men,FS,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Pairs,SP,TechnicalController,Ms.,KarenARCHERISU,ISU
2021,2021gpcan,Pairs,FS,TechnicalController,Ms.,KarenARCHERISU,ISU
2021,2021gpcan,Pairs,SP,TechnicalSpecialist,Mr.,RaoulLEBLANCISU,ISU
2021,2021gpcan,Pairs,FS,TechnicalSpecialist,Mr.,RaoulLEBLANCISU,ISU
2021,2021gpcan,Pairs,SP,AssistantTechnicalSpecialist,Mr.,AlexanderKUZNETSOVISU,ISU
2021,2021gpcan,Pairs,FS,AssistantTechnicalSpecialist,Mr.,AlexanderKUZNETSOVISU,ISU
2021,2021gpcan,Pairs,SP,Referee,Ms.,YukikoOKABEISU,ISU
2021,2021gpcan,Pairs,FS,Referee,Ms.,YukikoOKABEISU,ISU
2021,2021gpcan,Pairs,SP,JudgeNo.1,Ms.,SoYoungANKOR,KOR
2021,2021gpcan,Pairs,FS,JudgeNo.1,Ms.,SoYoungANKOR,KOR
2021,2021gpcan,Pairs,SP,JudgeNo.2,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Pairs,FS,JudgeNo.2,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Pairs,SP,JudgeNo.3,Ms.,AndreaDERBYCAN,CAN
2021,2021gpcan,Pairs,FS,JudgeNo.3,Ms.,AndreaDERBYCAN,CAN
2021,2021gpcan,Pairs,SP,JudgeNo.4,Ms.,UllaFAIGGER,GER
2021,2021gpcan,Pairs,FS,JudgeNo.4,Ms.,UllaFAIGGER,GER
2021,2021gpcan,Pairs,SP,JudgeNo.5,Ms.,MartaOLOZAGARREESP,ESP
2021,2021gpcan,Pairs,FS,JudgeNo.5,Ms.,MartaOLOZAGARREESP,ESP
2021,2021gpcan,Pairs,SP,JudgeNo.6,Ms.,TatianaSHARKINARUS,RUS
2021,2021gpcan,Pairs,FS,JudgeNo.6,Ms.,TatianaSHARKINARUS,RUS
2021,2021gpcan,Pairs,SP,JudgeNo.7,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Pairs,FS,JudgeNo.7,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Pairs,SP,JudgeNo.8,Ms.,WeiSHICHN,CHN
2021,2021gpcan,Pairs,FS,JudgeNo.8,Ms.,WeiSHICHN,CHN
2021,2021gpcan,Pairs,SP,JudgeNo.9,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Pairs,FS,JudgeNo.9,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Pairs,SP,DataOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Pairs,FS,DataOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Pairs,SP,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Pairs,FS,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Women,SP,TechnicalController,Ms.,BethCRANEISU,ISU
2021,2021gpcan,Women,FS,TechnicalController,Ms.,BethCRANEISU,ISU
2021,2021gpcan,Women,SP,TechnicalSpecialist,Mr.,MichaelHOPFESISU,ISU
2021,2021gpcan,Women,FS,TechnicalSpecialist,Mr.,MichaelHOPFESISU,ISU
2021,2021gpcan,Women,SP,AssistantTechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2021,2021gpcan,Women,FS,AssistantTechnicalSpecialist,Ms.,JyrinaLORENZISU,ISU
2021,2021gpcan,Women,SP,Referee,Mr.,RogerGLENNISU,ISU
2021,2021gpcan,Women,FS,Referee,Mr.,RogerGLENNISU,ISU
2021,2021gpcan,Women,SP,JudgeNo.1,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Women,FS,JudgeNo.1,Ms.,EmilieBILLOWSWE,SWE
2021,2021gpcan,Women,SP,JudgeNo.2,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Women,FS,JudgeNo.2,Ms.,KristinaLUNDGRENUSA,USA
2021,2021gpcan,Women,SP,JudgeNo.3,Mr.,DanielDELFAESP,ESP
2021,2021gpcan,Women,FS,JudgeNo.3,Mr.,DanielDELFAESP,ESP
2021,2021gpcan,Women,SP,JudgeNo.4,Mr.,GlennFORTINCAN,CAN
2021,2021gpcan,Women,FS,JudgeNo.4,Mr.,GlennFORTINCAN,CAN
2021,2021gpcan,Women,SP,JudgeNo.5,Ms.,TaeRiLEEKOR,KOR
2021,2021gpcan,Women,FS,JudgeNo.5,Ms.,TaeRiLEEKOR,KOR
2021,2021gpcan,Women,SP,JudgeNo.6,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Women,FS,JudgeNo.6,Ms.,SaaraEHALTFIN,FIN
2021,2021gpcan,Women,SP,JudgeNo.7,Ms.,WeiSHICHN,CHN
2021,2021gpcan,Women,FS,JudgeNo.7,Ms.,WeiSHICHN,CHN
2021,2021gpcan,Women,SP,JudgeNo.8,Ms.,ElenaFOMINARUS,RUS
2021,2021gpcan,Women,FS,JudgeNo.8,Ms.,ElenaFOMINARUS,RUS
2021,2021gpcan,Women,SP,JudgeNo.9,Ms.,RitsukoHORIUCHIJPN,JPN
2021,2021gpcan,Women,FS,JudgeNo.9,Ms.,RitsukoHORIUCHIJPN,JPN
2021,2021gpcan,Women,SP,DataOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Women,FS,DataOperator,Mr.,DavidSANTEEISU,ISU
2021,2021gpcan,Women,SP,ReplayOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021gpcan,Women,FS,ReplayOperator,Ms.,AgnieszkaSWIDERSKAISU,ISU
2021,2021wc,Ice Dance,SP,TechnicalController,Ms.,HalinaGORDONPOLTORAKISU,ISU
2021,2021wc,Ice Dance,SP,TechnicalSpecialist,Mr.,GyörgyELEKISU,ISU
2021,2021wc,Ice Dance,SP,AssistantTechnicalSpecialist,Ms.,AyakoHIGASHINOISU,ISU
2021,2021wc,Ice Dance,SP,Referee,Ms.,HilarySELBYISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.1,Ms.,JuliaANDREEVAISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.2,Ms.,LaimuteKRAUZIENEISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.3,Mr.,DavidMUNOZISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.4,Ms.,TomieFUKUDOMEISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.5,Mr.,RolandMÄDERISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.6,Ms.,JenniferMASTISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.7,Mr.,FengHUANGISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.8,Mr.,MarcinKOZUBEKISU,ISU
2021,2021wc,Ice Dance,SP,JudgeNo.9,Mr.,RonCONACHERISU,ISU
2021,2021wc,Ice Dance,SP,DataOperator,Mr.,SoltanKOKOEVISU,ISU
2021,2021wc,Ice Dance,SP,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021wc,Ice Dance,FS,TechnicalController,Ms.,HalinaGORDONPOLTORAKISU,ISU
2021,2021wc,Ice Dance,FS,TechnicalSpecialist,Mr.,GyörgyELEKISU,ISU
2021,2021wc,Ice Dance,FS,AssistantTechnicalSpecialist,Ms.,AyakoHIGASHINOISU,ISU
2021,2021wc,Ice Dance,FS,Referee,Ms.,HilarySELBYISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.1,Mr.,RonCONACHERISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.2,Mr.,RolandMÄDERISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.3,Mr.,FengHUANGISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.4,Ms.,JenniferMASTISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.5,Mr.,DavidMUNOZISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.6,Ms.,JuliaANDREEVAISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.7,Ms.,LaimuteKRAUZIENEISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.8,Mr.,GarryHOPPEISU,ISU
2021,2021wc,Ice Dance,FS,JudgeNo.9,Mr.,RonaldBEAUISU,ISU
2021,2021wc,Ice Dance,FS,DataOperator,Mr.,SoltanKOKOEVISU,ISU
2021,2021wc,Ice Dance,FS,ReplayOperator,Mr.,DavidSANTEEISU,ISU
2021,2021wc,Ladies,SP,TechnicalController,Ms.,EmilieBILLOWISU,ISU
2021,2021wc,Ladies,SP,TechnicalSpecialist,Ms.,VeraVANDECAVEYEISU,ISU
2021,2021wc,Ladies,SP,AssistantTechnicalSpecialist,Mr.,SandorGALAMBOSISU,ISU
2021,2021wc,Ladies,SP,Referee,Mr.,FabioBIANCHETTIISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.1,Ms.,LenkaBOHUNICKAISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.2,Ms.,FrancoisedeRAPPARDISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.3,Ms.,PeggyGRAHAMISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.4,Ms.,ElisabethLOUESDONISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.5,Mr.,MassimoORLANDINIISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.6,Ms.,MarketaHORKLOVAISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.7,Ms.,KatarinaHENRIKSSONISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.8,Ms.,ElenaFOMINAISU,ISU
2021,2021wc,Ladies,SP,JudgeNo.9,Ms.,TinekePOSNOISU,ISU
2021,2021wc,Ladies,SP,DataOperator,Mr.,DavidSANTEEISU,ISU
2021,2021wc,Ladies,SP,ReplayOperator,Mr.,SoltanKOKOEVISU,ISU
2021,2021wc,Ladies,FS,TechnicalController,Ms.,EmilieBILLOWISU,ISU
2021,2021wc,Ladies,FS,TechnicalSpecialist,Ms.,VeraVANDECAVEYEISU,ISU
2021,2021wc,Ladies,FS,AssistantTechnicalSpecialist,Mr.,SandorGALAMBOSISU,ISU
2021,2021wc,Ladies,FS,Referee,Mr.,FabioBIANCHETTIISU,ISU
2021,2021wc,Ladies,FS,JudgeNo.1,Ms.,DanCHENISU,ISU
2021,2021wc,Ladies,FS,JudgeNo.2,Ms.,MarketaHORKLOVAISU,ISU
2021,2021wc,Ladies,FS,JudgeNo.3,Ms.,KatarinaHENRIKSSONISU,ISU
2021,2021wc,Ladies,FS,JudgeNo.4,Ms.,ElenaFOMINAISU,ISU
2021,2021wc,Ladies,FS,JudgeNo.5,Mr.,MatjazKRUSECISU,ISU
