Year,Competition,Discipline,Round,Role,JudgeGender,JudgeName,JudgeNation
2023,2023ec,Ice Dance,SP,JudgeNo.7,Mr.,PatrikBRECHTISU,ISU
2023,2023ec,Ice Dance,SP,JudgeNo.8,Mr.,MarcinKOZUBEKISU,ISU
2023,2023ec,Ice Dance,SP,JudgeNo.9,Ms.,LaimuteKRAUZIENEISU,ISU
2023,2023ec,Ice Dance,SP,DataOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Ice Dance,SP,ReplayOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Ice Dance,FS,TechnicalController,Mr.,ShawnRETTSTATTISU,ISU
2023,2023ec,Ice Dance,FS,TechnicalSpecialist,Ms.,MarieBOWNESSISU,ISU
2023,2023ec,Ice Dance,FS,TechnicalSpecialist,Ms.,JoannaBUDNER-SZUMANISU,ISU
2023,2023ec,Ice Dance,FS,Referee,Mr.,CsabaBALINTISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.1,Ms.,MartaOLOZAGARREISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.2,Mr.,MassimoORLANDINIISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.3,Mr.,SzilardTOTHISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.4,Mr.,ChristianBAUMANNISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.5,Mr.,MiroslavMISURECISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.6,Mr.,JeroenPRINSISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.7,Mr.,StephenFERNANDEZISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.8,Ms.,LarissaSHULJATEVAISU,ISU
2023,2023ec,Ice Dance,FS,JudgeNo.9,Ms.,JezabelDABOUISISU,ISU
2023,2023ec,Ice Dance,FS,DataOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Ice Dance,FS,ReplayOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Men,SP,TechnicalController,Ms.,YukikoOKABEISU,ISU
2023,2023ec,Men,SP,TechnicalSpecialist,Ms.,VeraVANDECAVEYEISU,ISU
2023,2023ec,Men,SP,TechnicalSpecialist,Mr.,FilipSTILLERBOROWICZISU,ISU
2023,2023ec,Men,SP,Referee,Mr.,PhilippeMERIGUETISU,ISU
2023,2023ec,Men,SP,JudgeNo.1,Ms.,TatianaYORDANOVAISU,ISU
2023,2023ec,Men,SP,JudgeNo.2,Ms.,CarmenLAUNISU,ISU
2023,2023ec,Men,SP,JudgeNo.3,Ms.,AnielaHEBEL-SZMAKISU,ISU
2023,2023ec,Men,SP,JudgeNo.4,Mr.,AllanBOEHMISU,ISU
2023,2023ec,Men,SP,JudgeNo.5,Ms.,AgitaABELEISU,ISU
2023,2023ec,Men,SP,JudgeNo.6,Ms.,UrsulaSTAHLISU,ISU
2023,2023ec,Men,SP,JudgeNo.7,Ms.,ZannaKULIKISU,ISU
2023,2023ec,Men,SP,JudgeNo.8,Mr.,JosipCEROVACISU,ISU
2023,2023ec,Men,SP,JudgeNo.9,Ms.,EbruANILDIISU,ISU
2023,2023ec,Men,SP,DataOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Men,SP,ReplayOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Men,FS,TechnicalController,Ms.,YukikoOKABEISU,ISU
2023,2023ec,Men,FS,TechnicalSpecialist,Ms.,VeraVANDECAVEYEISU,ISU
2023,2023ec,Men,FS,TechnicalSpecialist,Mr.,FilipSTILLERBOROWICZISU,ISU
2023,2023ec,Men,FS,Referee,Mr.,PhilippeMERIGUETISU,ISU
2023,2023ec,Men,FS,JudgeNo.1,Ms.,UrsulaSTAHLISU,ISU
2023,2023ec,Men,FS,JudgeNo.2,Ms.,RaffaellaLOCATELLIISU,ISU
2023,2023ec,Men,FS,JudgeNo.3,Mr.,AttilaSOOSISU,ISU
2023,2023ec,Men,FS,JudgeNo.4,Ms.,AnielaHEBEL-SZMAKISU,ISU
2023,2023ec,Men,FS,JudgeNo.5,Ms.,LisaDAVIDSONISU,ISU
2023,2023ec,Men,FS,JudgeNo.6,Ms.,MarjoKANKAANRANTAISU,ISU
2023,2023ec,Men,FS,JudgeNo.7,Ms.,AgitaABELEISU,ISU
2023,2023ec,Men,FS,JudgeNo.8,Ms.,ZannaKULIKISU,ISU
2023,2023ec,Men,FS,JudgeNo.9,Ms.,TatianaYORDANOVAISU,ISU
2023,2023ec,Men,FS,DataOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Men,FS,ReplayOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Pairs,SP,TechnicalController,Mr.,FabioBIANCHETTIISU,ISU
2023,2023ec,Pairs,SP,TechnicalSpecialist,Mr.,SarkisTEWANIANISU,ISU
2023,2023ec,Pairs,SP,TechnicalSpecialist,Ms.,DanaGRAHAMISU,ISU
2023,2023ec,Pairs,SP,Referee,Mr.,PekkaLESKINENISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.1,Ms.,SandaDUBRAVCICSIMUNJAKISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.2,Ms.,NataliaKRUGLOVAISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.3,Ms.,LailaDAVIDSSONISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.4,Ms.,KatalinBALCZOISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.5,Ms.,ClaudiaBRAMBATIISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.6,Ms.,VeraTAUCHMANOVAISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.7,Ms.,KerstinKIMMINUSISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.8,Ms.,PiaALHONENISU,ISU
2023,2023ec,Pairs,SP,JudgeNo.9,Ms.,TinekePOSNOISU,ISU
2023,2023ec,Pairs,SP,DataOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Pairs,SP,ReplayOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Pairs,FS,TechnicalController,Mr.,FabioBIANCHETTIISU,ISU
2023,2023ec,Pairs,FS,TechnicalSpecialist,Mr.,SarkisTEWANIANISU,ISU
2023,2023ec,Pairs,FS,TechnicalSpecialist,Ms.,DanaGRAHAMISU,ISU
2023,2023ec,Pairs,FS,Referee,Mr.,PekkaLESKINENISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.1,Ms.,MargaretWORSFOLDISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.2,Ms.,ClaudiaBRAMBATIISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.3,Ms.,SandaDUBRAVCICSIMUNJAKISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.4,Ms.,PiaALHONENISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.5,Ms.,TinekePOSNOISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.6,Ms.,VeraTAUCHMANOVAISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.7,Mr.,DanielDELFAISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.8,Ms.,KerstinKIMMINUSISU,ISU
2023,2023ec,Pairs,FS,JudgeNo.9,Ms.,LoneVILLEFRANCEISU,ISU
2023,2023ec,Pairs,FS,DataOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Pairs,FS,ReplayOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Women,SP,TechnicalController,Ms.,LiseRostoJENSENISU,ISU
2023,2023ec,Women,SP,TechnicalSpecialist,Ms.,MerjaHUTTUNENISU,ISU
2023,2023ec,Women,SP,TechnicalSpecialist,Ms.,MasakoKAWAIISU,ISU
2023,2023ec,Women,SP,Referee,Ms.,SaioaSANCHOISU,ISU
2023,2023ec,Women,SP,JudgeNo.1,Mr.,KerstenBELLMANNISU,ISU
2023,2023ec,Women,SP,JudgeNo.2,Ms.,VesselaPOPOVAISU,ISU
2023,2023ec,Women,SP,JudgeNo.3,Ms.,ClaireSHEPHERDISU,ISU
2023,2023ec,Women,SP,JudgeNo.4,Ms.,FrancoisedeRAPPARDISU,ISU
2023,2023ec,Women,SP,JudgeNo.5,Ms.,AnnaKANTORISU,ISU
2023,2023ec,Women,SP,JudgeNo.6,Mr.,TobiasSTEINDLISU,ISU
2023,2023ec,Women,SP,JudgeNo.7,Ms.,SenemAHISKALISU,ISU
2023,2023ec,Women,SP,JudgeNo.8,Ms.,ZsuzsannaVIKARNE-HOMOLYAISU,ISU
2023,2023ec,Women,SP,JudgeNo.9,Ms.,HermiOTTEMANNISU,ISU
2023,2023ec,Women,SP,DataOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Women,SP,ReplayOperator,Mr.,MartinPAULMICHLISU,ISU
2023,2023ec,Women,FS,TechnicalController,Ms.,LiseRostoJENSENISU,ISU
2023,2023ec,Women,FS,TechnicalSpecialist,Ms.,MerjaHUTTUNENISU,ISU
2023,2023ec,Women,FS,TechnicalSpecialist,Ms.,MasakoKAWAIISU,ISU
2023,2023ec,Women,FS,Referee,Ms.,SaioaSANCHOISU,ISU
2023,2023ec,Women,FS,JudgeNo.1,Ms.,Kari-AnneOLSENISU,ISU
2023,2023ec,Women,FS,JudgeNo.2,Ms.,KadiZVIRIKISU,ISU
2023,2023ec,Women,FS,JudgeNo.3,Ms.,SalomeCHIGOGIDZEISU,ISU
2023,2023ec,Women,FS,JudgeNo.4,Ms.,VesselaPOPOVAISU,ISU
2023,2023ec,Women,FS,JudgeNo.5,Mr.,TobiasSTEINDLISU,ISU
2023,2023ec,Women,FS,JudgeNo.6,Ms.,ZsuzsannaVIKARNE-HOMOLYAISU,ISU
2023,2023ec,Women,FS,JudgeNo.7,Ms.,ClaireSHEPHERDISU,ISU
2023,2023ec,Women,FS,JudgeNo.8,Ms.,AnnaKANTORISU,ISU
2023,2023ec,Women,FS,JudgeNo.9,Ms.,AliceWALDERISU,ISU
2023,2023ec,Women,FS,DataOperator,Ms.,DaianaALLENISU,ISU
2023,2023ec,Women,FS,ReplayOperator,Mr.,MartinPAULMICHLISU,ISU
